,Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
626,Gtf2a1,-0.21373722,0.862300595
627,Sel1l,-0.256751537,0.8369703740000001
628,Galc,-0.20480030800000001,0.867658777
629,Kcnk10,-0.203947574,0.868171776
630,Eml5,-0.244371772,0.84418332
631,Foxn3,-0.157288566,0.896708783
632,Psmc1,0.128237396,1.092957571
633,Smek1,-0.12102785,0.919532295
634,Lgmn,0.22209838,1.1664289079999999
635,Chga,0.320812851,1.249034088
636,Unc79,-0.243475571,0.844707888
637,Ppp4r4,-0.7096652390000001,0.611462005
638,Serpina3n,0.503288627,1.4174409419999998
639,Dicer1,-0.213204578,0.8626190140000001
640,Clmn,-1.3503772019999998,0.392189495
641,Atg2b,-0.409507215,0.7528804929999999
642,Gskip,-0.38936945799999995,0.76346321
643,Ak7,0.500312448,1.414519875
644,Setd3,0.130846336,1.0949358409999999
645,Ccnk,-0.253534377,0.8388388720000001
646,Eml1,-0.24396438899999998,0.844421731
647,Yy1,-0.191717327,0.875562866
648,Slc25a29,-0.281130761,0.822945753
649,Slc25a47,-0.7521063090000001,0.59373608
650,Wdr25,0.390938967,1.311246541
651,Meg3,0.414698839,1.333020382
652,Ppp2r5c,0.12017878900000001,1.086869547
653,Dync1h1,-0.410388619,0.752420667
654,Zfp839,-0.25631713899999997,0.837222426
655,Rcor1,-0.26015046199999997,0.83500083
656,Eif5,-0.17639364300000002,0.884912281
657,Ckb,-0.302735925,0.810713502
658,Apopt1,0.214396521,1.160218494
659,Klc1,0.19376434399999998,1.143744134
660,Xrcc3,0.7985256909999999,1.739322781
661,Ppp1r13b,-0.217683464,0.859945143
662,Tmem179,0.6844810840000001,1.6071238190000001
663,Cep170b,-0.432633489,0.7409081
664,Pacs2,-0.224638805,0.855809261
665,Ighm,0.7136238220000001,1.6399181630000002
666,Esyt2,-0.251188904,0.84020373
667,Ncapg2,-0.303004503,0.81056259
668,Ptprn2,-0.23739384100000002,0.848276299
669,Dnah11,-0.41792634100000003,0.748499708
670,Itgb8,-0.296918988,0.813988892
671,BC016423,-0.131417215,0.9129341990000001
672,Net1,0.389667749,1.310091657
673,Pitrm1,0.09248124099999999,1.06620233
674,Dip2c,-0.214905486,0.8616026040000001
675,Zmynd11,0.100129209,1.071869456
676,Ryr2,-0.23078428199999998,0.8521715059999999
677,Heatr1,-0.15869866300000002,0.8958327640000001
678,Lgals8,0.25589996600000003,1.194080389
679,Nid1,-0.18250358100000003,0.881172526
680,Gng4,0.660341144,1.580456299
681,B3galnt2,-0.234670579,0.8498790359999999
682,Hecw1,-0.09816989300000001,0.934217326
683,Gli3,-0.36805707200000004,0.7748252790000001
684,Sfrp4,0.703173816,1.62808251
685,Elmo1,-0.47399607299999996,0.7199676190000001
686,Zscan26,0.115873247,1.0836307570000001
687,Hist1h3h,-1.177329183,0.442169315
688,Hist1h4k,0.5725632310000001,1.4871634630000001
689,Hist1h4h,0.23860774899999998,1.179853512
690,Hist1h1d,0.352281988,1.276578263
691,Hist1h4d,0.421754092,1.339555255
692,Hist1h1e,0.261237323,1.1985061590000001
693,Hist1h2bc,0.22849689399999998,1.17161364
694,Fam65b,-0.581038356,0.668482475
695,BC005537,-0.487163484,0.713426404
696,Aldh5a1,-0.179827318,0.882808657
697,Sox4,0.232775554,1.1750935
698,Cdkal1,-0.185635403,0.879261739
699,Uqcrfs1,-0.143447831,0.905352906
700,Serpinb6b,0.423287839,1.34098011
701,Nqo2,-0.179135397,0.8832321559999999
702,Tubb2b,-0.285933733,0.820210585
703,Slc22a23,-0.239836231,0.846841437
704,Prpf4b,0.14538885699999998,1.106028726
705,Eci2,0.17876347899999998,1.131913317
706,Rpp40,0.303103477,1.23379566
707,Ly86,0.584984481,1.500022854
708,Txndc5,0.184661955,1.136550631
709,Gcnt2,0.516850889,1.4308286280000002
710,Tmem14c,0.151192456,1.110486963
711,Elovl2,-0.29168427,0.816947758
712,Smim13,-0.489929467,0.712059909
713,Nedd9,0.282548189,1.216341376
714,Tmem170b,-0.29592365,0.8145506690000001
715,Hivep1,-0.42222365700000003,0.74627349
716,Gfod1,-0.545492887,0.685157283
717,Nol7,0.136248872,1.099043791
718,Ranbp9,-0.350333601,0.7844026959999999
719,Rnf182,-0.42909017200000005,0.742730036
720,Cd83,0.218706697,1.16368993
721,Mylip,0.253561914,1.192146812
722,Atxn1,-0.336528331,0.7919447390000001
723,Cap2,-0.281328708,0.822832847
724,Dek,-0.169134915,0.8893758190000001
725,Phf2,-0.362343013,0.777900202
726,Fam120a,-0.165859565,0.891397262
727,Wnk2,-0.734291315,0.601113233
728,Ninj1,0.22388196,1.167871836
729,Fgd3,-0.630548656,0.645930722
730,Ecm2,0.250846326,1.189904943
731,Spin1,-0.107636347,0.92810739
732,Shc3,-0.269017905,0.829884286
733,Gm15440,-0.361189395,0.778522481
734,Sema4d,-0.291091472,0.8172835079999999
735,Diras2,-0.167719647,0.890248715
736,Nfil3,-0.381889373,0.7674318929999999
737,Hrh2,-0.731003225,0.6024848110000001
738,Thoc3,0.179510161,1.132499302
739,Higd2a,0.21361833800000002,1.159592846
740,Cltb,0.220359355,1.165023741
741,Rnf44,-0.444584519,0.7347959
742,Zfp346,-0.280948788,0.8230495609999999
743,Nsd1,-0.15064509199999998,0.9008475640000001
744,Rab24,0.18354831600000002,1.1356736490000001
745,Ddx41,0.127674595,1.0925312870000001
746,Caml,0.233284175,1.175507852
747,Cxcl14,0.290166706,1.2227815640000002
748,Fbxl21,-0.26518535600000004,0.8320918209999999
749,Smad5,-0.098434433,0.934046039
750,Trpc7,-0.200799659,0.870068167
751,Spock1,-0.29578140399999997,0.814630986
752,Hnrnpa0,-0.471987695,0.720970585
753,Idnk,0.27800658300000003,1.212518352
754,Ubqln1,-0.123351984,0.918052152
755,2210016F16Rik,0.261379033,1.198623889
756,Naa35,-0.126858294,0.915823637
757,Golm1,0.28558656600000004,1.218905741
758,Gas1,-0.370852739,0.77332527
759,Zfp808,-0.620457113,0.650464798
760,Ptch1,-0.52962321,0.692735633
761,Habp4,0.169273332,1.124491949
762,Aaed1,0.14902512699999998,1.108819956
763,Hiatl1,-0.156502947,0.897197218
764,Ptdss1,0.1186122,1.085689981
765,Papd7,-0.298464745,0.813117221
766,Srd5a1,0.18141287600000003,1.133993897
767,Ube2ql1,-0.309350878,0.807004779
768,Med10,0.265635282,1.202165299
769,Irx2,0.271856427,1.207360433
770,Lpcat1,0.169012755,1.1242888640000002
771,Brd9,0.20679540899999999,1.154121738
772,Cep72,-1.096175909,0.467754712
773,Pdcd6,0.127396166,1.092320457
774,Pcsk1,-0.439242184,0.737521911
775,Ell2,0.21531805399999998,1.160959829
776,Mctp1,-0.35742440799999997,0.780556837
777,Ankrd32,-0.185496971,0.879346112
778,2210408I21Rik,-0.260252148,0.8349419790000001
779,Fam172a,-0.13756079999999998,0.909054818
780,Tmem161b,-0.223135442,0.856701523
781,Rasa1,-0.297633708,0.813585737
782,Tmem167,-0.134158373,0.911201247
783,Rasgrf2,0.67209512,1.593385244
784,Cmya5,-0.8471325040000001,0.555888521
785,Jmy,-0.24281296100000002,0.84509594
786,Lhfpl2,0.440959066,1.3575064630000002
787,Ap3b1,0.101321019,1.072755293
788,Crhbp,1.4685906169999998,2.7675140039999997
789,Iqgap2,0.43967422799999994,1.35629803
790,Sv2c,-0.58447063,0.6668939979999999
791,Col4a3bp,-0.154020891,0.898742113
792,Btf3,0.252748579,1.191474916
793,Fcho2,-0.35985294,0.7792440070000001
794,Tnpo1,-0.16695857,0.890718479
795,Map1b,-0.299366593,0.8126090890000001
796,Smn1,0.163651317,1.120118462
797,Gtf2h2,0.16704243400000002,1.122754445
798,Rad17,0.14180679599999998,1.10328598
799,Pik3r1,0.262836516,1.199835411
800,Mast4,-0.529797912,0.6926517520000001
801,Srek1ip1,0.17692621100000003,1.130472745
802,Rgs7bp,-0.319354475,0.801428392
803,Htr1a,1.122872472,2.177801514
804,Kif2a,-0.44842732,0.732841282
805,Pde4d,-0.21324271,0.862596215
806,Rab3c,-0.371551633,0.772950733
807,Map3k1,-0.205659151,0.8671424090000001
808,Gpx8,0.405874908,1.3248921340000002
809,Fst,1.020974874,2.029289751
810,Itga1,-0.37592020600000003,0.770613729
811,Fgf10,0.5336453320000001,1.447582259
812,Krit1,-0.130330816,0.913621929
813,Steap2,-0.317854941,0.802261828
814,Zfp804b,1.3782260419999999,2.599485381
815,Sri,0.129916877,1.0942306529999999
816,Abcb1a,0.23159533699999998,1.174132592
817,Grm3,-0.26126793,0.834354315
818,Sema3a,0.28646335,1.219646745
819,Pclo,-0.45928469299999997,0.727346797
820,Cacna2d1,-0.239764795,0.84688337
821,Hgf,0.949529886,1.931243244
822,Gnai1,-0.29436224699999997,0.81543272
823,Magi2,-0.297698766,0.813549049
824,Phtf2,-0.258109629,0.8361828570000001
825,Rsbn1l,-0.264832228,0.832295517
826,Ptpn12,-0.19299466899999998,0.874787997
827,Armc10,0.336956084,1.2630888120000001
828,Pmpcb,0.136409104,1.099165863
829,Dnajc2,0.197836608,1.146977116
830,Reln,-0.269169986,0.8297968090000001
831,Kmt2e,-0.281485826,0.822743241
832,Pus7,0.127363309,1.09229558
833,Rint1,0.17830126,1.131550726
834,Atg9b,0.6978026629999999,1.622032428
835,Cdk5,0.161780909,1.118667205
836,Agap3,-0.20620262600000003,0.8668158109999999
837,Smarcd3,0.306307048,1.236538404
838,Kmt2c,-0.30209597899999996,0.811073195
839,Actr3b,-0.222167775,0.857276336
840,Htr5a,0.21554048399999998,1.161138836
841,Ube3c,-0.151950017,0.900033112
842,Gareml,-0.342135221,0.7888728979999999
843,Hadha,0.120266132,1.08693535
844,Ept1,-0.12395684400000001,0.9176673320000001
845,Gm9899,-0.364855438,0.776546683
846,Kcnk3,-0.34510558799999996,0.787250357
847,Dpysl5,-0.396874011,0.759502169
848,Tmem214,0.138160154,1.10050077
849,Cgref1,0.36148592799999996,1.284748465
850,Cad,-0.423170149,0.7457840509999999
851,Mpv17,0.196342245,1.145789677
852,Eif2b4,0.154371753,1.112936865
853,Snx17,0.144321203,1.105210523
854,Zfp512,0.09898450199999999,1.071019318
855,Supt7l,0.180290863,1.13311231
856,Slc4a1ap,0.12419138800000001,1.0898966890000001
857,Ppp1cb,-0.337511271,0.7914053529999999
858,Prr14l,-0.262696773,0.8335283809999999
859,Ywhah,-0.7231363059999999,0.605779094
860,Slc5a1,-0.529706597,0.692695594
861,Uvssa,0.21395266100000002,1.159861595
862,Tacc3,0.254687995,1.193077693
863,Whsc1,-0.205519184,0.867226541
864,Tnip2,0.393230081,1.3133305579999999
865,Htt,-0.40029364799999995,0.7577040429999999
866,Lrpap1,0.25835371,1.196113016
867,Acox3,0.16826412100000002,1.123705606
868,Ablim2,-0.26002895800000003,0.835071157
869,Tada2b,-0.164169341,0.8924422120000001
870,Tbc1d14,-0.406452924,0.754476085
871,Wfs1,-0.342060417,0.788913802
872,Jakmip1,0.193659425,1.143660959
873,Evc2,0.260787874,1.198132842
874,Stx18,0.177309319,1.130772983
875,Nsg1,-0.48542901899999996,0.714284629
876,Lyar,0.18370519600000002,1.135797149
877,Cpeb2,-0.455228955,0.7293944090000001
878,Cd38,0.31852898,1.2470583579999999
879,Ldb2,0.5743697289999999,1.489026809
880,Fam184b,-0.324661225,0.798485865
881,Kcnip4,-0.182514116,0.881166091
882,Gpr125,0.147575572,1.107706423
883,Ppargc1a,-0.258081943,0.8361989040000001
884,Ccdc149,-0.21192166199999998,0.863386439
885,Arap2,-0.35105261200000004,0.7840118620000001
886,3110047P20Rik,-0.917363644,0.529475692
887,Rell1,0.252326339,1.191126253
888,Lias,0.156895652,1.114885578
889,Ugdh,-0.31269717199999997,0.805135121
890,Ube2k,-0.306415707,0.8086483059999999
891,Pds5a,-0.13779760900000002,0.908905615
892,Apbb2,-0.219864607,0.8586460140000001
893,Uchl1,0.694028139,1.6177942509999998
894,Shisa3,0.9475668070000001,1.928617183
895,Atp8a1,-0.250738293,0.8404662
896,Gabra2,-0.766769528,0.587732047
897,Corin,-1.2289504999999998,0.42662768700000003
898,Nfxl1,-0.326497912,0.797469964
899,Tec,0.42308244100000003,1.340789207
900,Fryl,-0.262789428,0.83347485
901,Rasl11b,-0.38623893299999995,0.765121658
902,Fip1l1,-0.118450105,0.921176744
903,Kit,-0.3572703,0.78064022
904,Clock,-0.114525899,0.9236858040000001
905,C530008M17Rik,-0.46807873200000005,0.7229266940000001
906,Srp72,0.125562638,1.090933104
907,Noa1,-0.201995328,0.869347375
908,Igfbp7,0.390050977,1.310439707
909,Lphn3,-0.221087217,0.857918664
910,Uba6,-0.24392920699999998,0.844442323
911,Rufy3,0.128952056,1.093499118
912,Mob1b,-0.37807682200000003,0.769462636
913,Slc4a4,-0.415230751,0.749899543
914,Adamts3,-0.5440344810000001,0.685850252
915,Ankrd17,-0.172059834,0.887574525
916,Pf4,0.804988623,1.747132014
917,Parm1,-0.182537645,0.88115172
918,Uso1,-0.5739840270000001,0.67175915
919,Naaa,0.28858795800000003,1.2214441999999999
920,Sdad1,0.145406872,1.106042538
921,Sept11,-0.553044915,0.681580084
922,Cnot6l,-0.265650094,0.831823822
923,Anxa3,0.351736307,1.276095505
924,Rasgef1b,0.225169405,1.168914498
925,Hnrnpd,-0.370481551,0.773524262
926,Tmem150c,0.31425118399999996,1.24336613
927,Coq2,0.212829992,1.158959372
928,Hpse,1.102045178,2.146587793
929,Cds1,-0.286062062,0.82013763
930,Wdfy3,-0.46078124600000003,0.7265926890000001
931,Mapk10,-0.17411361600000003,0.886311897
932,Aff1,-0.5829043389999999,0.667618418
933,Nudt9,0.275508016,1.21042024
934,Sparcl1,0.214133233,1.160006776
935,Gbp9,0.453385472,1.369249613
936,Lrrc8c,-0.279768169,0.823723373
937,Lrrc8d,-0.237283632,0.848341102
938,A830010M20Rik,0.157764837,1.115557469
939,1700028K03Rik,0.177949473,1.131274842
940,Rpl5,0.20873077199999998,1.1556710209999999
941,Fam69a,-0.223483369,0.856494942
942,Dr1,-0.209591821,0.864781868
943,Cplx1,0.276591927,1.211329981
944,Pole,0.48708540200000006,1.4016104169999999
945,Fbrsl1,-0.311778903,0.805647749
946,Ep400,-0.318900138,0.8016808190000001
947,Gm26079,-0.399810702,0.75795773
948,Gm15559,0.595506787,1.511003275
949,Ulk1,-0.507098615,0.7036360890000001
950,Pitpnb,-0.28207725300000003,0.82240603
951,Tpst2,0.265670449,1.202194603
952,Sez6l,-0.5742144579999999,0.6716518640000001
953,Myo18b,-0.872763097,0.54609994
954,Iscu,0.249694943,1.188955685
955,Ssh1,-0.32196047899999997,0.799982043
956,Ube3b,-0.326743752,0.797334085
957,Mmab,0.392727286,1.312872928
958,Mvk,0.23809956,1.179437982
959,Fam222a,-1.1554874179999999,0.448914494
960,Ankrd13a,0.123638675,1.089479216
961,1500011B03Rik,0.25229153,1.191097514
962,2610524H06Rik,0.318522662,1.247052897
963,Oasl2,0.486080825,1.400634788
964,2210016L21Rik,0.219045758,1.1639634509999999
965,Sppl3,-0.291477531,0.8170648359999999
966,Mlec,-0.167705357,0.890257533
967,Rnf10,-0.458504915,0.727740035
968,Sirt4,0.24788402,1.1874642009999998
969,Gcn1l1,-0.256675899,0.837014257
970,Rab35,0.18342036,1.1355729270000001
971,Ccdc64,-0.1495855,0.9015094370000001
972,Srrm4,-0.370439321,0.773546905
973,Taok3,0.16778816300000002,1.123334947
974,Pebp1,-0.185408458,0.879400064
975,Wsb2,-0.422730893,0.7460111540000001
976,Ksr2,-0.500798345,0.706715598
977,Nos1,-0.6415933970000001,0.641004595
978,Tesc,0.45386266700000005,1.369702589
979,Hrk,1.316463113,2.490547822
980,Rnft2,-0.18672023699999998,0.8786008270000001
981,2410131K14Rik,0.132747218,1.0963794690000002
982,Med13l,-0.33953127299999997,0.7902980359999999
983,Lhx5,-0.824945748,0.56450343
984,Plbd2,-0.267385215,0.830823993
985,Slc8b1,-0.25950053300000003,0.83537708
986,Tpcn1,-0.277716875,0.8248954159999999
987,Dtx1,-0.277540952,0.824996011
988,Rph3a,-0.478916764,0.717516163
989,Ptpn11,-0.126157656,0.91626851
990,Gm15800,-0.487140357,0.71343784
991,Erp29,-0.352393478,0.783283526
992,Pptc7,-0.30635941,0.8086798620000001
993,Fam216a,0.20607914,1.153548882
994,Gpn3,0.24086889600000003,1.181704156
995,Arpc3,0.172932714,1.127347833
996,Anapc7,0.11734268099999999,1.084735033
997,Atp2a2,-0.9326699970000001,0.523887884
998,Anapc5,0.143091574,1.104268938
999,Rhof,0.241170868,1.181951525
1000,Setd1b,-0.499846697,0.707181924
1001,Psmd9,0.18590752800000002,1.137532313
1002,Mlxip,-0.355991334,0.7813325740000001
1003,Diablo,0.120682038,1.087248741
1004,Denr,0.14324969099999998,1.10438997
1005,Arl6ip4,0.210627228,1.157191177
1006,Pitpnm2,-0.474272281,0.7198297920000001
1007,Sbno1,-0.164007872,0.892542101
1008,Ddx55,0.245414436,1.185433256
1009,Zfp664,-0.19762302899999998,0.8719860559999999
1010,Ncor2,-0.471967012,0.7209809209999999
1011,Bri3bp,-0.17308262,0.88694551
1012,Tmem132d,0.45172542299999996,1.36767498
1013,Gbas,0.210162535,1.156818505
1014,Vkorc1l1,-0.17065368600000003,0.8884400370000001
1015,Asl,0.203274265,1.151308341
1016,Tpst1,0.147363722,1.107543776
1017,Rabgef1,-0.154249281,0.898599846
1018,Gm15920,0.768469691,1.7034619130000002
1019,Sbds,0.14082989099999998,1.102539154
1020,Caln1,-0.187028527,0.8784130990000001
1021,Wbscr17,-0.386559993,0.7649514059999999
1022,Auts2,-0.535185874,0.6900697640000001
1023,Gatsl2,-0.260559052,0.8347643809999999
1024,Gtf2i,-0.36306414,0.7775114679999999
1025,Rfc2,0.18601916699999999,1.137620342
1026,Limk1,0.23069708,1.173401776
1027,Wbscr27,0.403736353,1.322929657
1028,Abhd11,0.22497642,1.1687581459999998
1029,Stx1a,0.843343437,1.7942033830000002
1030,Wbscr22,0.193991855,1.143924515
1031,Bcl7b,0.206855386,1.15416972
1032,Nsun5,0.184230268,1.1362106
1033,Pom121,-0.755751431,0.592237837
1034,Hip1,-0.293948293,0.815666727
1035,Mdh2,-0.151643828,0.90022415
1036,Ywhag,-0.217803627,0.85987352
1037,Polr2j,0.239745855,1.1807846359999998
1038,Prkrip1,0.15967205199999998,1.117033189
1039,Sh2b2,-0.41822382799999996,0.748345382
1040,Col26a1,0.561181307,1.4754768719999998
1041,Rabl5,0.211345598,1.157767527
1042,Znhit1,0.229874656,1.172733055
1043,Ufsp1,0.23450377600000002,1.176502002
1044,Mospd3,-0.441320539,0.736460198
1045,Agfg2,-0.429922879,0.742301465
1046,Cops6,-0.23161754,0.8516794590000001
1047,Mcm7,0.207431421,1.154630644
1048,Taf6,0.142226234,1.103606787
1049,6330418K02Rik,0.35354408600000004,1.277695528
1050,Fam20c,-0.164827496,0.8920351740000001
1051,Prkar1b,0.266524971,1.202906885
1052,Gm24146,-0.536384881,0.6894964929999999
1053,Mad1l1,0.23987071199999999,1.180886831
1054,Eif3b,-0.199981794,0.870561549
1055,Ttyh3,-0.46568986799999995,0.724124733
1056,Amz1,-0.371271998,0.7731005679999999
1057,Foxk1,-0.65243119,0.6362072910000001
1058,Mmd2,0.348095804,1.27287946
1059,Slc29a4,-0.282386512,0.8222297559999999
1060,Tnrc18,-0.488252044,0.712888304
1061,Fbxl18,-0.343584895,0.788080607
1062,Actb,0.17002812,1.1250804140000001
1063,Rnf216,-0.216558382,0.86061603
1064,Zdhhc4,0.220520556,1.165153924
1065,Grid2ip,-1.709136367,0.3058431
1066,Cyth3,-0.573027968,0.672204465
1067,Usp42,-0.19926998,0.870991183
1068,Lmtk2,-0.46749925600000003,0.723217125
1069,Tmem130,0.22588323100000002,1.169493003
1070,Trrap,-0.46248865100000003,0.7257332870000001
1071,Arpc1b,0.390464783,1.310815632
1072,Pdap1,0.41449680899999997,1.332833723
1073,Cpsf4,0.197578654,1.146772055
1074,Zkscan14,0.190662369,1.141287583
1075,Zkscan5,0.156422421,1.114519935
1076,Zfp655,-0.16105862,0.894368561
1077,Wasf3,-0.25223752899999996,0.8395932490000001
1078,Pan3,-0.23746722899999997,0.84823315
1079,Mtus2,-0.377124578,0.769970684
1080,Uspl1,-0.111523353,0.9256101870000001
1081,Gm24105,-0.971805513,0.509867571
1082,Hsph1,-0.448500335,0.7328041940000001
1083,Fry,-0.44307789200000003,0.735563658
1084,N4bp2l1,0.14171852199999999,1.103218475
1085,Pds5b,-0.300655425,0.8118834690000001
1086,Stard13,0.15168339,1.110864915
1087,Rfc3,0.293835968,1.22589547
1088,Peg10,-0.58164829,0.668199918
1089,Asb4,-1.01821053,0.493728376
1090,Slc25a13,0.280073464,1.214256714
1091,Asns,0.19111922399999998,1.141649049
1092,Phf14,-0.197394028,0.872124479
1093,Thsd7a,-0.443971455,0.735108213
1094,Gpr85,0.153114825,1.111967657
1095,Met,1.038847327,2.054585441
1096,Cftr,1.3269766570000001,2.508763816
1097,Cttnbp2,-0.587947786,0.665288598
1098,Kcnd2,-0.265611649,0.831845988
1099,Fam3c,0.159153372,1.116631664
1100,Ptprz1,-0.53578198,0.689784693
1101,Wasl,-0.538278997,0.6885918459999999
1102,Prrt4,-0.832864642,0.561413382
1103,Ahcyl2,-0.18181549,0.8815929
1104,Strip2,-0.742010415,0.597905582
1105,Tmem209,0.150461599,1.109924543
1106,Cpa2,0.45008751700000005,1.3661231269999998
1107,Mkln1,-0.11089868800000001,0.926011048
1108,Podxl,0.231255963,1.173856426
1109,Plxna4,-0.413025022,0.751046937
1110,Exoc4,-0.095353544,0.936042835
1111,Akr1b8,0.6631741520000001,1.5835628769999999
1112,Cald1,0.24460446800000002,1.184767908
1113,Cnot4,-0.159750149,0.8951800879999999
1114,Chrm2,0.450352281,1.366373861
1115,Dgki,-0.25831541399999997,0.836063593
1116,Creb3l2,-0.29414016,0.8155582570000001
1117,Clec2l,-0.204363748,0.86792137
1118,Hipk2,-0.59558785,0.661774749
1119,Parp12,0.19466376300000002,1.1444573999999998
1120,Jhdm1d,-0.247032821,0.84262766
1121,Slc37a3,-0.245260745,0.8436633029999999
1122,Adck2,-0.180032998,0.882682807
1123,Braf,-0.199294537,0.870976357
1124,Tmem178b,-0.29439741399999997,0.815412844
1125,Arhgef5,0.370584577,1.292876596
1126,Tpk1,-0.358860135,0.7797804359999999
1127,Zfp783,0.322169423,1.250209112
1128,Zfp956,0.145470038,1.106090965
1129,Gimap6,0.495906621,1.4102066819999999
1130,Tmem176b,0.34178286799999996,1.26732177
1131,Ccdc126,0.388497055,1.309028996
1132,Mpp6,-0.20200868,0.86933933
1133,4921507P07Rik,-0.32357543699999997,0.7990870409999999
1134,Gm15051,1.310365677,2.480043932
1135,Hoxa2,1.1556136609999998,2.227790642
1136,Hoxa4,2.177061558,4.522315225
1137,Hoxa5,1.977420449,3.937883551
1138,Hoxa6,2.130550146,4.378844281
1139,Tril,-0.448762685,0.732670948
1140,Wipf3,-0.41475138100000003,0.750148756
1141,Fkbp14,-0.227329686,0.854214513
1142,Plekha8,-0.14480765199999998,0.904499963
1143,Kbtbd2,-0.089481205,0.939860664
1144,Herc6,0.30482316,1.235267214
1145,Pyurf,0.192735314,1.142928628
1146,Abcg2,0.407711864,1.326580168
1147,Fam13a,-0.229928479,0.852677162
1148,Gprin3,0.335149348,1.261507993
1149,Ccser1,-0.20489987699999998,0.867598896
1150,Grid2,-0.8425595159999999,0.557653346
1151,Gng12,-0.162431091,0.893518131
1152,Eif2ak3,0.266623467,1.2029890140000001
1153,Thnsl2,0.35072603799999996,1.275202213
1154,Rmnd5a,-0.21587744399999997,0.8610223290000001
1155,Rnf103,-0.173037633,0.8869731679999999
1156,Chmp3,0.15166597099999998,1.110851502
1157,Gm22486,-0.6331642270000001,0.644760726
1158,St3gal5,-0.202155262,0.869251007
1159,Rnf181,0.199404776,1.148224525
1160,Capg,0.481749535,1.396436077
1161,Elmod3,0.18522624699999998,1.136995265
1162,Tgoln1,-0.102679826,0.931301478
1163,Lrrtm1,0.47991418799999996,1.394660709
1164,Hk2,-0.328799456,0.796198768
1165,Htra2,0.191804245,1.142191256
1166,Aup1,0.137172058,1.0997472990000001
1167,Pcgf1,0.249369249,1.188687303
1168,Wbp1,0.18694505100000003,1.138350671
1169,Rtkn,0.225818038,1.169440157
1170,Wdr54,0.251583248,1.190512896
1171,1700003E16Rik,0.52877754,1.4427062080000002
1172,Tet3,-0.40411120700000003,0.7557017109999999
1173,Stambp,-0.46288046200000005,0.725536217
1174,Tex261,-0.323513538,0.799121327
1175,Nagk,0.204280362,1.152111513
1176,Zfml,-0.160708874,0.894585405
1177,Exoc6b,-0.266676515,0.831232222
1178,Rab11fip5,-0.365696222,0.7760942540000001
1179,Fbxo41,-0.265546501,0.8318835529999999
1180,Alms1,-0.164229333,0.892405102
1181,Cml1,-0.221276179,0.8578063029999999
1182,Tprkb,0.249532908,1.1888221559999999
1183,Pcyox1,0.112876765,1.081382388
1184,Pcbp1,-0.455599278,0.729207205
1185,Gmcl1,-0.259237617,0.835529333
1186,Anxa4,0.422024161,1.33980604
1187,Aak1,-0.314802557,0.803961011
1188,Nfu1,0.201309398,1.149741393
1189,Gfpt1,-0.126759589,0.915886297
1190,Rab43,-0.277456313,0.825044412
1191,Sec61a1,-0.25251117300000003,0.839434013
1192,Plxna1,-0.25205925100000004,0.839697006
1193,Txnrd3,0.252838075,1.19154883
1194,Zxdc,-0.23289483800000002,0.850925754
1195,Slc41a3,-0.354179353,0.78231452
1196,Iqsec1,-0.412159413,0.7514976959999999
1197,Tmem43,0.258632094,1.196343841
1198,Xpc,0.138048321,1.1004154659999998
1199,Slc6a6,-0.426260889,0.7441880409999999
1200,Ccdc174,0.220030665,1.164758344
1201,Fgd5,0.349239439,1.27388888
1202,Nr2c2,-0.186648235,0.878644678
1203,Suclg2,0.28945446,1.222178037
1204,Ppp4r2,-0.24235855,0.845362165
1205,Cntn3,-0.689763308,0.6199555529999999
1206,Chl1,-0.19381772,0.874289077
1207,Cntn6,-0.301154613,0.811602597
1208,Cntn4,-0.215128362,0.861469508
1209,Itpr1,-1.011840224,0.495913284
1210,Edem1,-0.147807464,0.902621179
1211,Lmcd1,-0.504576385,0.704867316
1212,Srgap3,-0.43045604200000004,0.74202719
1213,Camk1,0.12810944,1.0928606379999999
1214,Prrt3,-0.265273154,0.832041185
1215,Atp2b2,-0.9298873540000001,0.524899324
1216,Slc6a1,-0.151458159,0.900340012
1217,Syn2,-0.30281949,0.810666544
1218,Tsen2,0.187754855,1.138989821
1219,Mkrn2,0.133964226,1.097304727
1220,Fam21,-0.7034797070000001,0.614089267
1221,Zfand4,-0.5737839339999999,0.6718523259999999
1222,Zfp422,0.172387555,1.126921916
1223,Zfp637,0.140108451,1.101987952
1224,Zfp239,0.139415205,1.10145855
1225,Ret,-0.288666099,0.818658632
1226,Zfp9,0.22707752899999997,1.1704615390000002
1227,Lrtm2,-0.328011215,0.7966339040000001
1228,Fbxl14,-0.164106324,0.892481195
1229,Erc1,-0.19311526399999998,0.8747148770000001
1230,Wnk1,-0.44331914200000005,0.7354406659999999
1231,Ccdc77,0.26068991399999997,1.19805149
1232,Slc25a18,0.29913649,1.230407745
1233,Bcl2l13,-0.103492685,0.9307769020000001
1234,Bid,0.69102639,1.61443168
1235,Tuba8,-0.5731283429999999,0.6721576990000001
1236,Iqsec3,-0.362976819,0.7775585290000001
1237,Phc1,-0.1951987,0.8734525890000001
1238,Foxj2,-0.33778867100000004,0.7912531970000001
1239,C3ar1,0.440892816,1.357444125
1240,Necap1,0.10967043,1.0789817259999999
1241,Pex5,-0.189385131,0.8769794059999999
